CDS_Id,n,mean,std,min,p01,p05,p95,p99,max,skew,excess_kurtosis,Name
192.0,2165.0,0.0005629815361067984,0.031774906768996615,-0.21699196326061987,-0.0853111740107026,-0.045863430392100654,0.051086891420930904,0.09992009987515611,0.25,0.44261825094364954,8.317861909481469,Publicis Groupe
196.0,2165.0,0.000778159662624234,0.03438077461730885,-0.15384615384615385,-0.09999999999999998,-0.046774830993239605,0.05401556385671763,0.10946312944172497,0.3170731707317074,1.0555989639689825,9.509986941575981,Reed Elsevier
197.0,2165.0,0.0011067764295361352,0.04054739427106665,-0.22920952101087277,-0.10265607736601975,-0.057127329192546615,0.0694283879254977,0.11896520687539536,0.35270919067215356,0.5639906822758174,6.330064617831066,Renault
198.0,2169.0,0.0017853292869354682,0.048633898221012196,-0.3669902912621359,-0.09728010048836477,-0.04337090713902305,0.050262980818370655,0.12505657708628004,1.0384615384615383,7.855095493975209,141.1797638203569,Rentokil Initial 1927
199.0,2165.0,0.0015899911553548228,0.04805059079066352,-0.31564501372369624,-0.11396098908439534,-0.064510468481345,0.07642251030239915,0.13525873091821455,0.875,3.11042626609109,53.78440662163495,Repsol-YPF
200.0,2165.0,0.0009751482607550583,0.04213530032362615,-0.31986531986531985,-0.125,-0.04681506849315069,0.04875926826635002,0.143981374530754,0.4455445544554455,1.4887003946417432,25.77637172749978,Thomson Reuters
207.0,2165.0,0.0013148179134587468,0.03543845541395258,-0.22807017543859653,-0.09579109062980032,-0.04479239366813321,0.05403723709779091,0.12043636363636381,0.28730600875447676,1.0063297226993206,12.163422343577343,Rolls-Royce
209.0,2162.0,0.0013206060103699534,0.04537910767229452,-0.30000000000000004,-0.12240400954847061,-0.0635921471524584,0.06975129198966393,0.1387653359298928,0.532258064516129,1.2215532620023442,18.467186256383215,Royal & Sun Alliance Group
211.0,2165.0,0.0013597967005762799,0.0393283221096599,-0.275,-0.0963771712158809,-0.05089131651691166,0.05985100804452512,0.11905022831050316,0.5,1.4631790276481764,20.882633030917066,RWE
212.0,2165.0,0.0009746093979891395,0.0350591997221635,-0.21680672268907564,-0.09141509579529374,-0.052631578947368474,0.059900210728573725,0.11224212441715045,0.23706930693069306,0.5012873757618124,5.935502706669123,Safeway
213.0,2165.0,0.0011322354738996473,0.036101485107805364,-0.17647058823529416,-0.0885265392781317,-0.05257745701161607,0.05728844404003634,0.11927092987333975,0.3999999999999999,1.286455904589846,11.969690488442167,J Sainsbury
222.0,2165.0,0.00104190320686921,0.03308147346831105,-0.6222222222222222,-0.05368421052631583,-0.011548484507286738,0.01784804947897863,0.06767752207265919,0.7647058823529411,6.57448589976306,249.6189637835537,Scottish Power UK
225.0,2167.0,0.000667153447601797,0.02653553985934795,-0.147872340425532,-0.08199227762221963,-0.03506724226092027,0.040000000000000036,0.09464510332434876,0.2285276073619631,0.9441652044581118,12.38542008363382,SES Global
227.0,2165.0,0.0005953120810432382,0.032058601926746484,-0.16666666666666663,-0.08333333333333337,-0.04886045075151646,0.05202831417477042,0.10455471187238818,0.24242424242424243,0.7951873324991815,8.561749749463132,Siemens
228.0,2166.0,0.00018719641196865845,0.015464839404823846,-0.3292682926829268,-0.035629364339564026,-0.018111136633190944,0.017786031211478648,0.04269411424149305,0.19999999999999996,-1.3826734638343687,131.7542743163772,SIX Continents
229.0,2165.0,0.00179164719713345,0.05141692651406571,-0.3229532898041184,-0.1290078037904125,-0.07321471524619183,0.08363601967461201,0.1589836660617064,0.3392857142857142,0.5391444708092261,5.923824119071016,Societe Generale
230.0,2165.0,0.0006853941728752303,0.03306742830500556,-0.1869918699186992,-0.09345925925925923,-0.04661250528150127,0.050000000000000044,0.11584039316639377,0.23529411764705888,1.084492904692189,9.297912616086748,Sodexho Alliance
232.0,2165.0,0.0010106153397418953,0.035843394719235235,-0.22503328894806918,-0.08861344537815127,-0.04843813128628227,0.05503264510502411,0.12557504268198064,0.35304054054054035,1.4762409447603677,14.482884672566588,Solvay
237.0,2178.0,0.0008649916469808485,0.034343513162277885,-0.23684210526315785,-0.08935353535353538,-0.04906025560061749,0.05535922640206089,0.11229974160206731,0.2542372881355932,0.7547682235261491,8.99176339092635,Statoil
238.0,2165.0,0.0006808186936757886,0.03799578147571339,-0.24843161856963614,-0.09999999999999998,-0.057915273132664466,0.06179349860180225,0.11810792503951292,0.21359223300970864,0.289398005556022,4.722310010733575,Saint-Gobain
239.0,2165.0,0.0013251153543728607,0.037598714767679266,-0.19999999999999996,-0.09175775387202477,-0.04870180959874117,0.054907538525293974,0.1315241709288899,0.4285714285714286,2.541066386051818,24.13398160021784,STMicroelectronics
240.0,2165.0,0.0007114206393619596,0.034532041392315735,-0.19087353324641454,-0.08668896321070238,-0.05231563867965441,0.05798597548981111,0.10168691156904763,0.21548172757475093,0.418285984777956,3.226047571905763,Stora Enso
241.0,2165.0,0.0006113013159642243,0.030947468614834186,-0.19106317411402163,-0.08741687979539646,-0.04578815679733115,0.053421329507412685,0.1031015367863596,0.2068965517241379,0.39396502241476616,5.66275657675161,Suedzucker
242.0,2180.0,0.0007794443699837732,0.037635117860858075,-0.2142857142857143,-0.09518058173746059,-0.05509385943535815,0.05874147015634446,0.12964729805934178,0.34615384615384626,0.9638142955960408,9.08742058520159,Suez
243.0,2165.0,0.0006358073502780262,0.03194905051061774,-0.2666666666666667,-0.09127331423143163,-0.04293206266557668,0.04615384615384621,0.11082474226804176,0.2857142857142858,0.7061788721369574,14.327308551846599,Svenska Cellulosa
245.0,2165.0,0.0008931722648421067,0.043488611987343724,-0.22229551451187324,-0.10235322772952564,-0.062337845459672865,0.06959932557730207,0.1315897579628035,0.37142857142857144,1.1072358065768704,8.276142920912658,Swiss Re
247.0,2165.0,0.00048827550120570724,0.030464338200906355,-0.18350668647845458,-0.08398281889921094,-0.04281449893390188,0.052310497369679576,0.10375290882166291,0.1721311475409837,0.422970861149518,5.02115336012719,Tate & Lyle
249.0,2165.0,0.0013582256550420623,0.03930287677924866,-0.24853310980720866,-0.09793548387096775,-0.05722852733362029,0.06793321987413133,0.11663083808285243,0.23076923076923084,0.47825784228249213,3.9953109879933306,Telecom Italia
